x,y,z
118.31828020915246,237.74521778815182,a
114.36505190941426,230.8092194740545,a
79.46726954715987,210.4472704941984,a
78.39103756097205,172.59954763085437,a
124.86770741378685,155.4737223703624,a
85.51515699598939,153.78404629287127,a
143.36798178716612,160.36240493819372,a
109.55195596504824,122.171300810383,a
181.0085617466311,115.33382853221303,a
162.44985355535812,140.02047760956697,a
131.2317254510789,127.44721573415484,a
153.43623422388282,181.8313682131348,a
115.11417942364918,172.53300797148313,a
134.99313955560854,205.212948364079,a
93.44546730621015,232.710068732053,a
58.564412735204726,266.7978028292471,a
119.41948632132696,164.78840314426566,a
97.1467795532734,222.82966015354936,a
78.40140697159585,183.4085467823221,a
73.8936601886719,192.1251416746449,a
92.74037276718337,197.884594376809,a
110.68681014076195,162.37241433222164,a
84.57793468894123,159.80972545464044,a
126.25301514661349,135.60492212974265,a
167.49849632099273,127.5786146467056,a
128.57689019074976,102.77937812886051,a
173.7821178061976,191.43651732409592,a
192.73491247226377,101.94209793122587,a
170.9112872989302,100.53547486756958,a
94.22305430051927,172.5056141569802,a
43.866386789232926,188.73187401445364,a
100.16001090097268,147.80524065573218,a
28.01404414277932,122.28456579495503,a
62.199670705824786,85.67032779391639,a
71.39719183868411,61.961200795820275,a
63.02796618688872,85.95422016271345,a
64.29390297473367,87.42924490850004,a
116.73506056767002,96.05989840111073,a
120.10006515114652,60.04464360450885,a
128.76147387993387,91.41527911392348,a
205.35009523426848,123.9706569057073,a
186.64995192132324,165.19109075022237,a
176.12122258482532,192.9770276227635,a
67.49253099576075,211.00541698072243,a
73.34452948597381,192.9169721401194,a
91.10244746326168,160.74238817706282,a
72.04255508628268,166.98621913087777,a
40.4725987801558,134.50760204785183,a
16.1812934260266,115.98555080023459,a
66.57631753011212,80.60739352420018,a
68.78312531422756,60.42473686031752,a
100.64674439231194,26.304155838999975,a
188.33346330769413,87.59315103812344,a
154.28460738397104,75.87996858834447,a
152.67648924780377,88.03815199263448,a
163.1019584689774,154.71907796312195,a
120.45765734715562,207.85917265759508,a
74.78101307748292,233.07033029207486,a
74.51644326614084,166.5389114525065,a
24.88801559885396,221.6962612476214,a
-16.43532797105459,149.35745472179747,a
28.91084760180781,115.13761524698305,a
50.34496162431135,177.34675260320313,a
21.27317227371644,87.00765577430633,a
28.894727163393526,80.10700490532793,a
80.21174095349606,95.11612381621444,a
49.57987561053418,101.04633911621227,a
107.2095076237116,121.17757916852781,a
148.40567390739275,148.82134178423706,a
169.58480675426335,162.18993328259614,a
116.07168907638155,164.30845001769057,a
97.36244003391585,220.37073739182858,a
147.59803031877163,239.46404526449356,a
93.68855102098622,222.31712006066743,a
21.360647085709005,230.9900637383629,a
10.58025233254461,207.7306991002543,a
35.70326723019897,146.71804269938855,a
32.854487003925975,102.93672912014978,a
89.42435546779177,66.16010763962635,a
62.93098267192157,65.88085783273613,a
53.16367001613591,30.860670988952563,a
143.84995902967978,66.74215255893887,a
145.44185066553706,71.10825612146397,a
147.27208074681408,151.5757713904735,a
153.81782903551849,171.52521678453138,a
172.52648012073308,190.5859415647301,a
84.63146655439304,89.97747764069959,a
40.34708964878959,124.24106454132851,a
56.53452606333663,95.90779038954793,a
62.77331483652067,83.0868408338672,a
120.3697531424744,133.79023611873959,a
98.01763046551154,166.35097143636438,a
83.55774577628509,140.76644477667844,a
48.03541239063429,256.7404333920659,a
28.872019518052532,227.60971256568217,a
37.13405903815792,182.25435135455479,a
50.26725963043142,121.19443909209423,a
3.890722770597847,16.28492050461921,a
63.35109490426114,125.37628649624673,a
93.2910674575222,25.05331072222731,a
82.16201832619566,41.65520896955712,a
104.82249365971722,48.825698661656986,a
177.70645509335606,89.3708279863992,a
128.28531525231188,97.3753366191977,a
197.42766093843156,73.65634562041203,a
85.95763983192282,143.18054365542048,a
71.51380860106082,177.88508149088102,a
47.11383600052393,82.29759250759861,a
97.64503479317399,87.78696354009963,a
94.88914984295238,131.64069374949565,a
96.43667016275137,62.73782944575521,a
142.31877077124497,153.68890996680528,a
176.69924279665005,149.21696299085022,a
104.17370496569748,255.955685809051,a
26.806567454806256,213.42189617154634,a
20.786191828338136,121.51746462855408,a
64.69964810078474,159.348037391508,a
103.3475424326952,119.98637566831894,a
76.13513713507403,99.05894869461474,a
106.79981266911108,64.2983659124925,a
135.27078319891487,87.52680914005629,a
123.5472292544075,118.83913995493492,a
159.00023392264254,98.62952980963553,a
68.80478784218899,210.8554332107111,a
7.058862878360728,175.42113752701425,a
74.4491896387733,145.4898094469013,a
43.76564510262534,88.16781927933141,a
95.59130704526078,69.76508582262215,a
74.28784496921274,79.66991869278513,a
156.67913593639116,50.89660474222063,a
156.81439884865014,106.28187798577795,a
220.87350914600478,168.80301804165913,a
213.8787039459753,153.1748228007673,a
86.79120270940695,226.56698462703866,a
90.63256407817704,185.01068812102278,a
101.29792428626152,153.49326518377256,a
43.69979668668909,138.96131435566025,a
67.8171471480585,100.56902775570973,a
164.12124076732087,69.80351259549832,a
171.31517950921253,29.67074450339993,a
204.57612230749749,137.40704884700227,a
150.74208777883644,155.24607072747585,a
233.2146876609924,135.86945468182415,a
192.3950307434171,180.02597007355575,a
83.82985830269936,208.5692791772767,a
50.85487754414027,212.08843206509295,a
120.34080979292366,219.49042122856832,a
84.13417426164025,132.07148980518235,a
145.5047843890133,153.7106668445394,a
174.91855951751523,110.2076526728323,a
174.5788078471096,122.87025738126368,a
299.4280717716729,150.69962496370078,a
222.3708339726556,189.30361844450124,a
192.41993205905345,251.1417686113368,a
184.9768959099637,274.2733713945756,a
208.38281947787397,263.61164778163084,a
147.43307431045253,329.98128375457065,a
151.48227681074658,292.5790518731682,a
145.01423566104293,252.6436207067614,a
132.38071114630662,278.0195387528881,a
122.18504347312876,249.6969469816809,a
144.2981179653342,201.71733702481436,a
180.58317953854822,160.59757355004598,a
162.63900628722922,136.10681769751636,a
140.79905582024816,157.5857973099367,a
188.66155396190186,150.6611995053376,a
208.422857792098,165.20791551559597,a
226.27048463525972,203.31551837507254,a
197.2899646166563,216.73969546685657,a
210.47593906926477,271.43696779527954,a
251.55744593650724,253.2790197540746,a
133.62028039207385,268.87375814031134,a
119.09189341085809,227.13644922388573,a
166.05264076443342,208.1180215963028,a
157.07679694159106,190.35461252338825,a
146.4001242964428,221.18678705963708,a
121.03013200929006,197.6702017534542,a
196.76641330540232,183.82567625678945,a
229.24636561312087,157.3722742865316,a
195.16989159986957,216.24474605666205,a
200.09568263136248,254.80004467115722,a
190.43451561082153,270.59040589147645,a
179.39873329793127,250.8793164378315,a
124.76091052030228,262.68839015488584,a
123.71977811284896,216.33533120317088,a
117.05631675366824,192.9010062651036,a
181.01309352064777,224.08766799546356,a
455.00641495134056,328.8517283096112,a
477.2832909866399,341.3632783033185,a
489.30315250091724,310.1305107347782,a
503.1360973337901,312.4048598648383,a
530.559177476494,287.5347890601787,a
532.3989844622754,354.9424489700524,a
554.6398050703646,328.34174191270995,a
569.0959334358768,363.38819323513883,a
645.7581672391768,308.35153144152196,a
662.780536604262,357.5690567324596,a
657.5747210857321,373.08732021997145,a
675.9215641596422,471.2306129200562,a
645.6682272954453,402.9958006335121,a
608.7904185349042,396.18654088511937,a
662.2040085070939,374.94252575006675,a
529.3007664455423,402.018532977679,a
445.30842196192486,349.49783353044245,a
463.8703863374476,348.5947516679745,a
483.78407726434676,309.8936169702155,a
429.5559825020236,294.7665281944432,a
449.41004512742177,299.1581146168375,a
484.0492609549085,263.8412038858436,a
497.5747755913868,256.15945958710915,a
486.9534502434216,278.5240721294223,a
587.5122482167023,288.16236042974816,a
602.543787737592,261.5748118484904,a
644.1474090566255,343.0984716647429,a
645.6783485290571,316.98074422273487,a
667.9604266445066,344.2807287480193,a
623.6261696008235,410.3244639890586,a
662.6290882860278,454.3709452013195,a
643.3220408968019,338.1005638280564,a
607.0859391531413,365.9385256179246,a
585.9414182620058,368.4618291473231,a
565.0391633878412,326.3786012283525,a
547.4422780270586,356.6020454787043,a
563.7566945501563,330.2972494487108,a
526.1009350404996,362.8900091242268,a
543.6364797002925,292.03192250257564,a
569.7261184565464,309.86979431187626,a
559.0528535069436,293.63233912243084,a
578.3917530126193,325.03197702289583,a
625.0151493978144,294.7454000561896,a
668.3593225007431,386.6573335971283,a
646.1332254755946,388.1323393279147,a
656.9495560783429,376.34143614564346,a
676.9339514179751,455.11085757060886,a
606.9933462464409,418.95597205902806,a
568.2370034457873,445.5884137301171,a
566.9478620756753,389.8864590726465,a
507.31988625533006,376.6693245810312,a
521.6472167378007,337.80883078905504,a
495.9601626737259,282.5236992976279,a
502.56569116670687,283.6836382789244,a
542.7110377923707,344.8980415758666,a
625.42389071006,433.4753209677408,a
607.8016371682737,397.72697258803316,a
572.0527197661411,378.77153172569865,a
523.4144928305403,363.659246789648,a
533.9919556279735,279.14588801456983,a
505.7784322829542,352.78419118174133,a
538.3652818709919,334.8197957379823,a
606.8535594947648,304.00311633669264,a
609.0285003756424,353.80362105977565,a
621.9305028657609,378.0922009672588,a
643.9694264273226,351.7855353294076,a
593.8568489455898,435.97337190114035,a
568.9976998743539,439.7481600450144,a
607.0653049819272,398.9171155335905,a
598.4803772413109,392.3197643657726,a
501.0438295447983,375.4339957397492,a
457.3760070667245,306.7943389936634,a
472.2196387971958,336.90842842055974,a
455.8091977324373,288.0178835910514,a
495.64024355782743,281.6482642949974,a
533.7200671543355,347.27773284107724,a
614.296601747434,284.41737440038395,a
650.126609724929,314.17680507640375,a
611.8755703439919,354.1110609358749,a
619.7845535867214,375.79194454881554,a
583.3856833098931,403.540983387304,a
561.23512331488,435.7071472195868,a
556.6009353004519,426.14697653277676,a
497.4248299201703,465.70809973648653,a
501.3148385294064,428.8890772178606,a
434.44234689543237,443.99073826634543,a
507.8336807044992,424.3537833978336,a
500.3286753864917,362.3682890133428,a
539.9638026623703,373.33520439379424,a
516.0936649782445,322.85291326803133,a
526.5921078301602,325.2291106015321,a
518.868832999288,364.2164995338829,a
520.906246506285,338.42621589538373,a
551.2874791907583,351.8920129230231,a
542.5886003758976,424.02358974521536,a
503.6650059727015,448.81219929270344,a
572.1078724542757,452.6157624753341,a
561.1837067320859,417.84277522298663,a
464.1759423249536,391.11863144162896,a
452.6689581339771,434.5263863375599,a
438.635884447265,381.72798651437836,a
413.36624940911224,356.9866819212015,a
407.41129357789794,321.0320931089684,a
427.9022699907518,332.72617362105285,a
465.0422714958069,429.6710744706379,a
484.05369166545125,440.9301807256212,a
475.8078755680758,432.7730736150385,a
412.15938142073924,378.83579564719616,a
451.571580976593,348.86976822740417,a
418.5628805426791,372.17278536043733,a
381.6596905056462,311.0909074284008,a
415.34884224635255,317.4901697412122,a
456.59572391466145,318.98509409316836,a
428.10069866847925,331.3267289100936,a
478.19855207291266,359.50396630387104,a
460.49224448707173,380.2856489077997,a
490.466417181149,365.1236609670194,a
499.23930894535187,439.7864561639683,a
437.7126208188589,377.77362686706937,a
394.97213173978787,372.5735939357849,a
400.70639326098956,391.89847168641177,a
373.109343531106,302.45982709798983,a
394.9853105338236,301.76029538926696,a
407.57001614073846,351.87102476996165,a
414.0579743358287,306.4522563801271,a
449.94014022744244,322.1778146517406,a
427.5011322078522,300.98426202480084,a
510.78841858795266,348.146833495255,a
468.0149479727622,330.89698972855393,a
508.5943785564984,406.50051703839694,a
468.9717460753756,441.0298338436861,a
486.8103899470928,441.4120520287244,a
486.3018781577934,426.0595223393764,a
533.160406629872,496.2543119921432,a
480.0540531605834,480.6037982174163,a
427.4143382330829,460.38339958270217,a
491.1185780313172,413.49093187688953,a
459.46532430843746,425.86753237518656,a
483.10769954026415,365.21822876724013,a
491.89813815357235,377.2928195465216,a
540.526684305793,365.1181650848836,a
477.23930868047205,380.88514216920134,a
503.6354756769863,402.5424053314528,a
488.19477246297606,386.47697232445785,a
518.1803164089373,413.7421854157682,a
465.3576772444297,410.53503426069926,a
401.4508488865591,393.1973882484197,a
397.7931013854573,371.73335311242283,a
445.0881775161938,390.5664706407829,a
407.68931214902625,396.88332038167846,a
480.8461927180682,391.38408875806726,a
434.8688093489876,378.77582698706806,a
495.71741045729397,429.21346676891875,a
528.9488150752062,349.8434940373812,a
480.42931253709446,470.1728444623415,a
481.7925693031196,517.047042658321,a
499.3140871275851,437.27901779386997,a
513.7911022149805,423.56500427584274,a
550.9623179088096,415.1600295149235,a
515.3074068780375,407.1888252452294,a
529.583252125942,464.45668612265376,a
598.8569501892592,358.9617401218527,a
592.2829775936979,435.47557894037567,a
650.896396958448,434.37077385402574,a
728.0749220652139,339.3203653703258,a
670.6139228549367,362.943319094755,a
695.9599419200146,372.87075004536246,a
708.1005835887008,357.43509441081716,a
694.9853102386043,378.385820739608,a
648.9713262115823,292.2230069692873,a
609.8824761731211,334.4734295951256,a
628.7865148982572,314.4668761957621,a
630.5742135010338,392.46898156304565,a
616.5367198788301,364.0945537888559,a
594.9456881023053,398.78420430747417,a
556.3879012710299,401.2165877441792,a
647.5218812249137,376.5635705085409,a
674.8705247308596,387.7430242407932,a
719.0454447004014,407.7745618246122,a
657.226430278528,449.94321060300723,a
675.189411903336,452.35958727769713,a
664.4557356911226,454.7185169537823,a
643.2764307612774,419.4959598492975,a
610.1280951687966,485.1883060658757,a
623.9582002072216,479.5930459695931,a
603.956457026114,415.2324727344518,a
608.7012434311324,402.7659045999326,a
643.372017364778,389.47755601509897,a
604.5620819683785,417.2893821896842,a
649.864048649703,391.8429115679205,a
624.9018772840753,375.2344905482168,a
607.6112984506051,416.6768203997062,a
631.5147651897527,407.3269745801838,a
634.7739263726951,364.1267467442624,a
589.5690392742222,430.2396781700141,a
693.0043795350884,385.07397309304696,a
250.0294143361607,259.93300276611,a
291.0061279465366,307.6916276825357,a
310.20918658662663,303.39205869273337,a
327.7271946637289,358.153634402017,a
364.50881302765197,288.23013694327136,a
425.9921932262067,387.8931179667664,a
450.7598353713084,373.5138371967121,a
457.6994583806986,318.5418865759973,a
223.13331480854458,230.40056057874187,a
274.2362285530157,278.01747416693297,a
319.53869856536784,299.50214971946957,a
345.0326994078673,303.4974704285695,a
405.9408640517219,285.9109874941022,a
361.8149478258138,314.815907000931,a
446.8397881357947,314.1392349094018,a
420.4632163480689,309.0586440482118,a
270.20689451048685,204.88976190305522,a
315.9830635710485,195.06810092943317,a
334.01686021328624,255.2671529277075,a
372.7279507765966,223.64393659729222,a
459.928174140218,248.83538666606665,a
453.20571644133884,296.97226633493847,a
424.2773049264545,250.79030597135363,a
497.8796637604321,271.4139332531108,a
295.1289345050114,186.26743956099182,a
328.1351801349414,248.71424762484213,a
303.7509520105754,271.95465464761,a
408.4938183370008,216.02294672871238,a
362.9346931277397,268.81520793101566,a
384.3338700102162,286.8951448082611,a
285.72821242933,264.70606928299736,a
244.89816982406342,271.60975025196433,a
308.9704099367494,286.85873161032316,a
370.13858731412336,248.48463296614716,a
431.0661334375283,299.6142824535956,a
418.5864585259906,328.63517588107516,a
424.6232730077646,327.97381503060774,a
283.62591707078406,336.5328934213153,a
289.7842113368326,304.4155615173572,a
350.7701216212436,377.09006816122735,a
339.1963735956462,331.24103911226797,a
369.8580960483429,386.6965911878957,a
271.49653756582114,322.18273680315633,a
209.99438547857415,351.8837149219712,a
311.554383657688,390.94331036245273,a
324.0128799477192,338.66128268886956,a
323.96563249820963,345.2336519205797,a
328.99742543829467,381.12734084768215,a
222.90939584000787,319.7923302432308,a
162.62935185904757,336.84048706598975,a
273.1017729277995,319.7676122298033,a
280.6861358491571,351.11542472520034,a
291.4063891757727,353.77021523767263,a
316.93513482385146,396.67004142286527,a
352.02550702225255,369.28608649958016,a
331.4812158295377,293.96354788494494,a
297.51764021554015,247.3062005148269,a
363.8479364517508,246.54956383019547,a
339.2404352186071,291.36614347200214,a
346.01673275913976,230.54118672677703,a
385.9654477444138,269.41574322977567,a
266.80576561598815,125.56807486935725,a
321.55674641661216,137.30038135869933,a
314.9563167391639,208.5001877577675,a
332.3535913711298,190.4667166706077,a
429.79977877021884,173.89269521942845,a
381.4132078515209,248.0956301200352,a
